title,genres,rating
"Tale of Despereaux, The (2008)",Adventure|Animation|Children|Comedy|Fantasy,5
Bride Wars (2009),Comedy|Romance,4
Mesrine: Killer Instinct (L'instinct de mort) (2008),Action|Crime|Drama|Thriller,4
My Bloody Valentine 3-D (2009),Horror|Thriller,4
Battle in Seattle (2007),Action|Drama,4
"Timecrimes (Cronocrímenes, Los) (2007)",Sci-Fi|Thriller,3
"Secret of the Grain, The (La graine et le mulet) (2007)",Drama,3
Underworld: Rise of the Lycans (2009),Action|Fantasy|Horror|Thriller,4
Inkheart (2008),Adventure|Fantasy,1
The Alphabet Killer (2008),Crime|Mystery|Thriller,2
Revenge of the Nerds IV: Nerds in Love (1994),Comedy|Romance,4
Paul Blart: Mall Cop (2009),Action|Comedy|Crime,3
Notorious (2009),Drama|Musical,1
"Unborn, The (2009)",Horror|Mystery|Thriller,1
Three Strangers (1946),Crime|Drama,4
Repo! The Genetic Opera (2008),Fantasy|Horror|Musical,1
"Uninvited, The (2009)",Drama|Horror|Mystery|Thriller,2
12:01 (1993),Comedy|Romance|Sci-Fi|Thriller,5
Night Train (2009),Action|Mystery|Thriller,4
Outlander (2008),Action|Adventure|Sci-Fi,3
Passchendaele (2008),Action|Drama|Romance|War,3
Black Widow (1954),Drama|Mystery,4
Eden Lake (2008),Horror|Thriller,2
Coraline (2009),Animation|Fantasy|Thriller,4
Point of Order (1964),Documentary,5
Chocolate (2008),Action|Drama,3
"Escapist, The (2008)",Thriller,2
Push (2009),Sci-Fi|Thriller,4
"International, The (2009)",Drama|Thriller,3
Two Lovers (2008),Drama|Romance,3
He's Just Not That Into You (2009),Comedy|Drama|Romance,4
Jar City (Mýrin) (2006),Crime|Drama|Thriller,4
Dead Like Me: Life After Death (2009),Comedy|Fantasy,5
Futurama: Into the Wild Green Yonder (2009),Action|Animation|Comedy|Sci-Fi,1
Frontière(s) (2007),Drama|Horror|Thriller,1
"11th Hour, The (2007)",Documentary,2
Afro Samurai: Resurrection (2009),Animation,2
Café Lumière (2003),Drama,2
Departures (Okuribito) (2008),Drama,1
Taking Chance (2009),Drama|War,4
My Name Is Bruce (2007),Comedy|Horror,3
"Way of War, The (2009)",Action|Thriller,3
Funny People (2009),Comedy|Drama,3
Berlin Calling (2008),Comedy|Drama,5
Still Waiting... (2009),Comedy,2
Mystery Team (2009),Comedy|Crime|Mystery,1
Street Fighter: The Legend of Chun-Li (2009),Action|Adventure|Sci-Fi|Thriller,3
Tyler Perry's Madea Goes to Jail (2009),Comedy|Crime|Drama,4
Away We Go (2009),Comedy|Drama|Romance,5
"Unsuspected, The (1947)",Drama|Film-Noir|Thriller,3
"Thick as Thieves (a.k.a. Code, The) (2009)",Crime,3
"Divo, Il (2008)",Drama,4
Paris (2008),Comedy|Drama|Romance,1
Friday the 13th (2009),Horror,3
"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",Action|Adventure|Comedy|Western,2
"Pink Panther 2, The (2009)",Adventure|Comedy|Mystery,5
Crips and Bloods: Made in America (2008),Documentary,1
Far Cry (2008),Action|Adventure|Drama,5
Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi,3
Day of the Dead (2008),Horror,3
"I Love You, Man (2009)",Comedy,3
"Big Steal, The (1949)",Adventure|Drama|Film-Noir|Thriller,5
"Haunting in Connecticut, The (2009)",Horror|Thriller,4
Duplicity (2009),Crime|Romance|Thriller,3
Knowing (2009),Action|Drama|Mystery|Sci-Fi|Thriller,5
Sugar (2008),Drama,3
Ong-Bak 2: The Beginning (Ong Bak 2) (2008),Action,4
"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime|Drama|Mystery|Thriller,2
Sunshine Cleaning (2008),Comedy|Drama,1
Kung Fu Panda: Secrets of the Furious Five (2008),Action|Animation|Children|Comedy,3
Echelon Conspiracy (2009),Action|Mystery|Thriller,4
After Sex (2007),Comedy|Drama|Romance,4
Monsters vs. Aliens (2009),Animation|Sci-Fi|IMAX,1
California Dreamin' (Nesfarsit) (2007),Comedy|Drama|War,1
"Baader Meinhof Komplex, Der (2008)",Action|Crime|Drama|Thriller,4
Nothing But the Truth (2008),Drama|Thriller,4
"Square, The (2008)",Thriller,4
Anvil! The Story of Anvil (2008),Documentary|Musical,1
Observe and Report (2009),Action|Comedy,5
Union Station (1950),Drama|Film-Noir,1
Adventureland (2009),Comedy|Drama,4
Scenes of a Sexual Nature (2006),Comedy|Drama|Romance,4
Confessions of a Shopaholic (2009),Comedy|Romance,4
The Butterfly Effect 3: Revelations (2009),Drama|Fantasy|Sci-Fi|Thriller,5
Revanche (2008),Crime|Drama|Romance,4
Dragonball Evolution (2009),Action|Adventure|Fantasy|Sci-Fi,3
Man on the Flying Trapeze (1935),Comedy,2
Can-Can (1960),Comedy|Musical|Romance,3
Broken (2006),Horror|Thriller,4
"Fast & Furious (Fast and the Furious 4, The) (2009)",Action|Crime|Drama|Thriller,3
In the Loop (2009),Comedy,4
What Doesn't Kill You (2008),Crime|Drama,2
Crime Wave (1954),Crime|Drama|Film-Noir,4
Escape from Fort Bravo (1953),Western,4
Ride Lonesome (1959),Western,4
Pirate Radio (2009),Comedy|Drama,4
Apollo 13: To the Edge and Back (1994),Documentary,3
17 Again (2009),Comedy|Drama,5
Inglourious Basterds (2009),Action|Drama|War,1
State of Play (2009),Crime|Drama|Thriller,4
"Damned United, The (2009)",Drama,5
Crank: High Voltage (2009),Action|Comedy|Crime,5
Moon (2009),Drama|Mystery|Sci-Fi|Thriller,4
"Young Victoria, The (2009)",Drama|Romance,4
"Informers, The (2008)",Crime|Drama|Thriller,1
X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller,4
"Girlfriend Experience, The (2009)",Drama,4
Sin Nombre (2009),Crime|Drama|Thriller,3
Star Trek (2009),Action|Adventure|Sci-Fi|IMAX,3
Happy Campers (2001),Comedy,1
Lymelife (2008),Comedy|Drama,5
"Great Buck Howard, The (2008)",Comedy,4
XIII: The Conspiracy (2008),Action|Crime|Mystery|Thriller,3
Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),Action|Drama|War,5
S. Darko (S. Darko: A Donnie Darko Tale) (2009),Crime|Mystery|Sci-Fi|Thriller,1
Earth (2007),Documentary,4
Crossing Over (2009),Drama,4
Angels & Demons (2009),Crime|Drama|Mystery|Thriller,2
Powder Blue (2009),Drama,3
Fanboys (2009),Adventure|Comedy|Drama,3
"Merry Gentleman, The (2008)",Drama,4
Management (2008),Comedy|Romance,3
Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller,4
Night at the Museum: Battle of the Smithsonian (2009),Action|Comedy|IMAX,4
Every Little Step (2008),Documentary,4
Lesbian Vampire Killers (2009),Action|Comedy|Horror,4
"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance,3
Vincere (2009),Drama|Romance,5
Paisan (Paisà) (1946),Drama|War,3
Chop Shop (2007),Drama,5
"Soloist, The (2009)",Drama|Musical,5
"Last House on the Left, The (2009)",Drama|Horror|Thriller,4
Drag Me to Hell (2009),Comedy|Horror,4
Up (2009),Adventure|Animation|Children|Drama,5
Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005),Action|Adventure|Animation|Drama,3
Easy Virtue (2008),Comedy|Romance,4
"Summer Hours (Heure d'été, L') (2008)",Drama,5
Two English Girls (Les deux anglaises et le continent) (1971),Drama|Romance,5
Female (1933),Comedy|Drama|Romance,2.5
OSS 117 - Lost in Rio (OSS 117: Rio ne répond plus) (2009),Adventure|Comedy,4.5
Without a Paddle: Nature's Calling (2009),Adventure|Comedy,3.5
In the Electric Mist (2009),Drama|Mystery,3
"Hangover, The (2009)",Comedy|Crime,5
Killshot (2008),Action|Crime|Drama|Thriller,3
Antichrist (2009),Drama|Fantasy,3.5
"Song Is Born, A (1948)",Comedy|Musical,0.5
New in Town (2009),Comedy|Romance,5
Dead Snow (Død snø) (2009),Action|Adventure|Comedy|Horror,3
Land of the Lost (2009),Action|Adventure|Comedy|Sci-Fi,3.5
Fatso (2008),Comedy,5
"Taking of Pelham 1 2 3, The (2009)",Crime|Drama|Thriller,5
Flame and Citron (Flammen & Citronen) (2008),Action|Drama|War,4.5
Went the Day Well? (1942),Thriller|War,3.5
Wrestling Ernest Hemingway (1993),Drama|Romance,0.5
"Hitman, The (1991)",Action|Crime|Thriller,3.5
"Proposal, The (2009)",Comedy|Romance,3
Year One (2009),Adventure|Comedy,4
O'Horten (2007),Comedy|Drama,4
"Land That Time Forgot, The (1975)",Adventure|Sci-Fi,4.5
Tyson (2008),Documentary,5
"Hurt Locker, The (2008)",Action|Drama|Thriller|War,4.5
"Limits of Control, The (2009)",Crime|Drama|Film-Noir,5
Raiders of the Lost Ark: The Adaptation (1989),Action|Adventure|Thriller,4
Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,5
Home (2009),Documentary,5
K2 (1991),Adventure|Drama,3
"File on Thelma Jordan, The (1950)",Crime|Drama|Film-Noir|Mystery,5
Whatever Works (2009),Comedy|Romance,4
Ghosts of Girlfriends Past (2009),Comedy|Fantasy|Romance,4
Hustle (1975),Crime|Drama|Mystery|Thriller,4
Public Enemies (2009),Crime|Drama|Thriller,5
Ice Age: Dawn of the Dinosaurs (2009),Action|Adventure|Animation|Children|Comedy|Romance,3
"Mob, The (1951)",Crime|Drama|Film-Noir,5
My Sister's Keeper (2009),Drama,5
Watchmen: Tales of the Black Freighter (2009),Action|Adventure|Animation|Horror,4
(500) Days of Summer (2009),Comedy|Drama|Romance,4
Madame Bovary (1949),Drama|Romance,4
Brüno (Bruno) (2009),Comedy,3
"Boys: The Sherman Brothers' Story, The (2009)",Documentary,3
Pinchcliffe Grand Prix (Flåklypa Grand Prix) (1975),Adventure|Animation|Children|Comedy,2
Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,3
Roots (1977),Drama|War,4
Open Water 2: Adrift (2006),Drama|Thriller,5
"Group, The (1966)",Drama,5
My Sassy Girl (2008),Comedy|Drama|Romance,5
"Imaginarium of Doctor Parnassus, The (2009)",Drama|Fantasy,3
Shiver (Eskalofrío) (2008),Horror|Thriller,3
Humpday (2009),Comedy,3
Tokyo Sonata (2008),Drama,3
Polytechnique (2009),Crime|Drama,4
Cheri (2009),Romance,4.5
"Gang's All Here, The (1943)",Comedy|Musical|Romance,3
Orphan (2009),Drama|Horror|Mystery|Thriller,3.5
"Ugly Truth, The (2009)",Comedy|Drama|Romance,5
"Collector, The (2009)",Crime|Horror|Thriller,2.5
"Perfect Getaway, A (2009)",Horror|Thriller,5
District 9 (2009),Mystery|Sci-Fi|Thriller,4.5
Julie & Julia (2009),Comedy|Drama|Romance,3
Obsessed (2009),Crime|Drama|Thriller,2
Race to Witch Mountain (2009),Adventure|Children|Fantasy|Sci-Fi|Thriller,5
G.I. Joe: The Rise of Cobra (2009),Action|Adventure|Sci-Fi|Thriller,2
Séraphine (2008),Drama|War,3.5
Cold Souls (2009),Comedy|Drama,3
Daddy Nostalgia (Daddy Nostalgie) (1990),Drama,3
12 Rounds (2009),Action|Thriller,3.5
Where Danger Lives (1950),Drama|Film-Noir|Romance|Thriller,4
Max Manus (2008),Action|Drama|War,3
Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action|Animation|Sci-Fi,3.5
"Deal, The (2008)",Comedy,5
"Ramen Girl, The (2008)",Comedy|Drama|Romance,3.5
"Goods: Live Hard, Sell Hard, The (2009)",Comedy,5
Adam (2009),Drama|Romance,5
"Next Stop, Greenwich Village (1976)",Comedy,4
"Time Traveler's Wife, The (2009)",Drama|Romance|Sci-Fi,4
Harvard Beats Yale 29-29 (2008),Documentary,2
"I Love You, Beth Cooper (2009)",Comedy|Romance,1
Second Wind (Le deuxième souffle) (Second Breath) (1966),Crime|Drama|Film-Noir,3
Mystery Street (1950),Crime|Drama|Film-Noir,1
Fighting (2009),Action|Drama,2
Adoration (2008),Drama,5
Bronson (2009),Action|Comedy|Drama|Thriller,4
Vengeance Valley (1951),Western,2
Lorna's Silence (Le silence de Lorna) (2008),Drama,3
"Doulos, Le (1962)",Crime|Thriller,2
It Might Get Loud (2008),Documentary,3
Goodbye Solo (2008),Drama,0.5
My Life in Ruins (2009),Comedy,4
Troll 2 (1990),Fantasy|Horror,4
Paris 36 (Faubourg 36) (2008),Drama|Musical|Romance,5
"Romance of Astrea and Celadon, The (Les amours d'Astrée et de Céladon) (2007)",Drama|Romance,3.5
Taking Woodstock (2009),Comedy,4
Halloween II (2009),Horror|Thriller,4
Five Graves to Cairo (1943),Thriller|War,4.5
"Dark Corner, The (1946)",Crime|Drama|Film-Noir,3.5
Full Body Massage (1995),Drama,5
"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",Crime|Drama|Mystery|Romance|Thriller,2
9 (2009),Adventure|Animation|Sci-Fi,3
Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi,2
"White Ribbon, The (Das weiße Band) (2009)",Drama|Mystery,4
Green Lantern: First Flight (2009),Action|Adventure|Animation|Fantasy|Sci-Fi,2
"Most Hated Family in America, The (2007)",Documentary,4.5
Pandorum (2009),Horror|Sci-Fi|Thriller,2
Paraíso Travel (2008),Adventure|Drama|Romance,1.5
"Men Who Stare at Goats, The (2009)",Action|Comedy|Drama,5
Valentino: The Last Emperor (2008),Documentary,5
Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,4.5
"Informant!, The (2009)",Comedy|Crime|Drama|Thriller,4
"Brøken, The (a.k.a. Broken, The) (2008)",Drama|Horror|Thriller,5
"Tall Men, The (1955)",Action|Adventure|Drama|Romance|Western,5
Extract (2009),Comedy,3.5
"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",Horror|Thriller,1
Gamer (2009),Action|Sci-Fi|Thriller,1
Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,2
"Food, Inc. (2008)",Documentary,4.5
Beeswax (2009),Comedy|Drama,4
Attack of the 50 Foot Woman (1958),Comedy|Sci-Fi,4
Thirst (Bakjwi) (2009),Drama|Horror,4
Terra (a.k.a. Battle for Terra) (2007),Adventure|Animation|Sci-Fi,4
Love Happens (2009),Comedy|Drama|Romance,4
Bright Star (2009),Drama|Romance,4
Hellraiser: Hellworld (2005),Horror,3.5
Paranormal Activity (2009),Horror|Thriller,5
World's Greatest Dad (2009),Comedy|Drama,5
Still Walking (Aruitemo aruitemo) (2008),Drama,4
Capitalism: A Love Story (2009),Documentary,5
"Cove, The (2009)",Documentary,4
"Serious Man, A (2009)",Comedy|Drama,5
City Island (2009),Comedy|Drama,5
Ink (2009),Action|Fantasy|Sci-Fi,5
Yatterman (Yattâman) (2009),Action|Comedy|Fantasy,3.5
Metropia (2009),Animation|Sci-Fi,5
Grace (2009),Drama|Horror|Thriller,4
Trick 'r Treat (2007),Comedy|Horror|Thriller,4
Whip It (2009),Comedy|Drama,5
"Invention of Lying, The (2009)",Comedy,2
Surrogates (2009),Action|Sci-Fi|Thriller,5
Zombieland (2009),Action|Comedy|Horror,5
"September Issue, The (2009)",Documentary,3.5
Assassination of a High School President (2008),Comedy|Drama|Mystery,4.5
Sorority Row (2009),Horror|Thriller,4
Whiteout (2009),Action|Crime|Drama|Mystery|Thriller,5
Rudo y Cursi (Rough and Vulgar) (2008),Comedy|Drama,5
"Education, An (2009)",Drama|Romance,4
Coco Before Chanel (Coco avant Chanel) (2009),Drama,4.5
Couples Retreat (2009),Comedy|Romance,5
All About Steve (2009),Comedy,4
Fifty Dead Men Walking (2008),Action|Drama|Thriller,4.5
Deadgirl (2008),Horror,3.5
I Sell the Dead (2008),Comedy|Horror,4
"Shanghai Gesture, The (1941)",Drama|Film-Noir,5
Where the Wild Things Are (2009),Adventure|Children|Drama|Fantasy|IMAX,4.5
"New York, I Love You (2009)",Drama|Romance,5
Law Abiding Citizen (2009),Drama|Thriller,4
"Flame and the Arrow, The (1950)",Action|Adventure|Romance,4
Amelia (2009),Drama,5
"Stepfather, The (2009)",Horror|Thriller,4.5
Mary and Max (2009),Animation|Comedy|Drama,4
Spread (2009),Drama|Romance,4
"Tournament, The (2009)",Action,4.5
"Boys Are Back, The (2009)",Comedy|Drama,4
Cairo Time (2009),Drama|Romance,4
There's Always Tomorrow (1956),Drama,5
Afterschool (2008),Drama,3
Up in the Air (2009),Drama|Romance,4
35 Shots of Rum (35 rhums) (2008),Drama,5
Monsters vs Aliens: Mutant Pumpkins from Outer Space (2009),Animation|Comedy|Sci-Fi,4
"Misérables, Les (1935)",Drama|Romance,3.5
Saw VI (2009),Crime|Horror|Mystery|Thriller,4.5
Love Exposure (Ai No Mukidashi) (2008),Action|Comedy|Drama|Romance,4
Cirque du Freak: The Vampire's Assistant (2009),Action|Adventure|Comedy|Fantasy|Horror|Thriller,4
"Boondock Saints II: All Saints Day, The (2009)",Action|Crime|Drama|Thriller,3
Good Hair (2009),Comedy|Documentary,0.5
Black Dynamite (2009),Action|Comedy,2
Big Fan (2009),Comedy|Crime|Drama,4.5
Astro Boy (2009),Action|Animation|Children|Sci-Fi,4.5
Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime,3.5
Coco Chanel & Igor Stravinsky (2009),Drama|Romance,1
"Christmas Carol, A (2009)",Animation|Children|Drama|Fantasy|IMAX,1
Battlestar Galactica: The Plan (2009),Action|Adventure|Drama|Sci-Fi,4
Partly Cloudy (2009),Animation|Children|Comedy|Fantasy,5
Grey Gardens (2009),Drama,3.5
2012 (2009),Action|Drama|Sci-Fi|Thriller,2
"Box, The (2009)",Drama|Horror|Mystery|Sci-Fi|Thriller,4
Broken Embraces (Los abrazos rotos) (2009),Drama|Romance|Thriller,2
"Fourth Kind, The (2009)",Horror|Mystery|Sci-Fi|Thriller,4.5
Precious (2009),Drama,3.5
Undercover Man (1949),Crime|Drama|Film-Noir|Romance,3.5
Bad Lieutenant: Port of Call New Orleans (2009),Crime|Drama,5
"Twilight Saga: New Moon, The (2009)",Drama|Fantasy|Horror|Romance|Thriller,4
"Messenger, The (2009)",Drama|Romance|War,4
Ninja Assassin (2009),Action|Crime|Drama|Thriller,1
"Police, Adjective (Politist, adj.) (2009)",Comedy|Crime|Drama,2.5
Oxford Blues (1984),Comedy|Drama,4
Cell 211 (Celda 211) (2009),Action|Drama,4
"Film with Me in It, A (2008)",Comedy|Thriller,2
"Last Remake of Beau Geste, The (1977)",Adventure|Comedy,4
Carnival in Flanders (La kermesse héroïque) (1935),Comedy|Romance,4
Teenage Mutant Ninja Turtles: Turtles Forever (2009),Action|Adventure|Animation|Comedy|Thriller,4.5
Merry Madagascar (2009),Animation,5
Brothers (2009),Drama|Thriller|War,3.5
Sleep Dealer (2008),Sci-Fi,4
"Blind Side, The  (2009)",Drama,1
Asylum (2008),Horror|Thriller,3.5
Shrink (2009),Drama,2
Old Dogs (2009),Comedy,4
Planet 51 (2009),Adventure|Animation|Children|Comedy|Sci-Fi,3
Me and Orson Welles (2008),Drama,2
Objectified (2009),Documentary,5
Trucker (2008),Drama,5
"Single Man, A (2009)",Drama,3.5
"Lovely Bones, The (2009)",Crime|Drama|Fantasy|Horror|Thriller,4.5
Invictus (2009),Drama,4
"Princess and the Frog, The (2009)",Animation|Children|Fantasy|Musical|Romance,3
Everybody's Fine (2009),Drama,3.5
Two Rode Together (1961),Western,1
Armored (2009),Action|Drama|Thriller,0.5
Invaders from Mars (1986),Horror|Sci-Fi,1
"Saga of Gosta Berling, The (Gösta Berlings saga) (1924)",Drama|Romance,3.5
"Peacekeeper, The (1997)",Action,1
Blissfully Yours (Sud sanaeha) (2002),Drama|Romance,3
Did You Hear About the Morgans? (2009),Comedy|Crime|Drama|Romance,3
Veronika Decides to Die (2009),Drama|Romance,3.5
Alice (2009),Action|Adventure|Fantasy,2
Avatar (2009),Action|Adventure|Sci-Fi|IMAX,1
Nine (2009),Drama|Musical|Romance,5
It's Complicated (2009),Comedy|Romance,3
Sherlock Holmes (2009),Action|Crime|Mystery|Thriller,1.5
Crazy Heart (2009),Drama|Romance,4
"Last Station, The (2009)",Drama,3.5
Alvin and the Chipmunks: The Squeakquel (2009),Animation|Children|Comedy|Musical,3.5
Uncertainty (2009),Action|Crime|Drama|Fantasy|Romance,4
"Fallen Sparrow, The (1943)",Film-Noir|Thriller,4
Beyond a Reasonable Doubt (2009),Drama|Mystery,4.5
Looking for Eric (2009),Comedy|Drama|Fantasy,4
American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),Comedy,0.5
Trapeze (1956),Drama,0.5
Marriage Italian Style (Matrimonio all'italiana) (1964),Comedy|Drama|Romance,4.5
Carriers (2009),Drama|Horror|Thriller,3
"Friends of Eddie Coyle, The (1973)",Crime|Drama|Thriller,3.5
Pontypool (2008),Horror|Thriller,4
"Sun Also Rises, The (1957)",Drama,4
Youth in Revolt (2009),Comedy|Drama|Romance,4
Daybreakers (2010),Action|Drama|Horror|Thriller,5
Diamond Dogs (2007),Action|Adventure,5
Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),Drama,5
Leap Year (2010),Comedy|Romance,4.5
"Book of Eli, The (2010)",Action|Adventure|Drama,5
"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",Action|Crime|Mystery,5
Hickey and Boggs (1972),Crime|Drama|Film-Noir|Thriller,5
"Innocent, The (Innocente, L') (1976)",Drama|Romance,3.5
"Prophet, A (Un Prophète) (2009)",Crime|Drama,3
Collapse (2009),Documentary,3.5
My One and Only (2009),Comedy|Drama,0.5
"Maiden Heist, The (2009)",Comedy|Crime,3
Hidden Agenda (2001),Action|Mystery|Thriller,5
Ernest Goes to School (1994),Children|Comedy|Drama,4
Mr. Warmth: The Don Rickles Project (2007),Documentary,3
Theodora Goes Wild (1936),Comedy|Romance,3.5
Horsemen (2009),Crime|Drama|Horror|Mystery|Thriller,2
Jerichow (2008),Drama,4
Heat (1972),Comedy|Drama|Romance,2.5
"Concert, Le (2009)",Comedy|Drama,4
"Other Man, The (2008)",Drama,3.5
Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008),Adventure|Children|Comedy|Fantasy,1
"Chaser, The (Chugyeogja) (2008)",Crime|Drama|Thriller,4
"Rudolph, the Red-Nosed Reindeer (1964)",Adventure|Animation|Children|Fantasy|Musical,4
Nowhere Boy (2009),Drama,1
"Thaw, The (2009)",Horror|Sci-Fi|Thriller,3.5
Blood and Bone (2009),Action|Drama,3.5
3 Idiots (2009),Comedy|Drama|Romance,4
Genevieve (1953),Comedy,0.5
Sometimes a Great Notion (1970),Action|Adventure|Drama,3.5
Legion (2010),Action|Fantasy|Horror|Thriller,4
Air Force (1943),Action|Drama|War,5
Man Hunt (1941),Crime|Drama|Thriller,4.5
"Maid, The (Nana, La) (2009)",Drama,5
Peter Pan (1960),Children|Fantasy|Musical,4
Wicked City (Yôjû toshi) (1987),Animation|Fantasy|Horror|Sci-Fi,1
Extraordinary Measures (2010),Drama,1
Crime and Punishment (1935),Drama,3
Zach Galifianakis: Live at the Purple Onion (2006),Comedy|Documentary,3.5
When in Rome (2010),Comedy|Romance,0.5
Edge of Darkness (2010),Drama|Thriller,3
Triangle (2009),Drama|Horror|Mystery|Thriller,5
Dangerous (1935),Drama,3.5
I Love You Phillip Morris (2009),Comedy|Drama|Romance,3
Electric Shadows (Meng ying tong nian) (2004),Drama,5
Temple Grandin (2010),Drama,4
Serious Moonlight (2009),Comedy|Crime|Drama|Romance,4
"House of the Devil, The (2009)",Horror|Thriller,4
Black Legion (1937),Crime|Drama,5
Fish Tank (2009),Drama,2
Valentine's Day (2010),Comedy|Romance,4
"Wolfman, The (2010)",Horror|Thriller,4
Shutter Island (2010),Drama|Mystery|Thriller,2
"Headless Woman, The (Mujer sin cabeza, La) (2008)",Drama|Mystery|Thriller,0.5
Ondine (2009),Drama|Fantasy|Romance,5
Persuasion (2007),Drama|Romance,5
"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",Action|Crime|Drama|Mystery|Thriller,0.5
Percy Jackson & the Olympians: The Lightning Thief (2010),Adventure|Fantasy,4
Cop Out (2010),Action|Comedy|Crime,4
Trailer Park Boys: Countdown to Liquor Day (2009),Comedy|Crime,4.5
"Ghost Writer, The (2010)",Drama|Mystery|Thriller,5
Darling Lili (1970),Drama|War,3
"Secret of Kells, The (2009)",Animation|Fantasy,1
"Secret of Santa Vittoria, The (1969)",Comedy|Drama|War,3.5
"Spy Next Door, The (2010)",Action|Children|Comedy,4
I Hope They Serve Beer in Hell (2009),Comedy,4
"House on 92nd Street, The (1945)",Drama|Film-Noir,3
"Therese Raquin (a.k.a. Adultress, The) (1953)",Crime|Drama|Romance,1
Agora (2009),Adventure|Drama|Romance,3
Motherhood (2009),Comedy,3.5
Shinjuku Incident (San suk si gin) (2009),Crime|Drama|Thriller,2.5
District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),Action|Sci-Fi,2.5
"Yes Men Fix the World, The (2009)",Documentary,3
"Crazies, The (2010)",Action|Drama|Horror|Sci-Fi|Thriller,2
Dear John (2010),Drama|Romance|War,2.5
Tooth Fairy (2010),Comedy|Fantasy,0.5
Of Time and the City (2008),Documentary,3
Gentlemen of Fortune (Dzhentlmeny udachi) (1972),Comedy|Crime|Drama|Mystery,3
Eden Log (2007),Horror|Mystery|Sci-Fi|Thriller,5
Fermat's Room (La habitación de Fermat) (2007),Mystery|Thriller,3.5
[REC]² (2009),Horror|Thriller,4
Cabin Fever 2: Spring Fever (2009),Horror|Thriller,3.5
Alice in Wonderland (2010),Adventure|Fantasy|IMAX,3
Green Zone (2010),Action|Drama|Thriller|War,3
44 Inch Chest (2009),Crime|Drama,4.5
Ajami (2009),Crime|Drama,3
From Paris with Love (2010),Action|Crime,4
Road Trip: Beer Pong (2009),Comedy,5
Dorian Gray (2009),Drama|Horror|Sci-Fi,0.5
Greenberg (2010),Comedy|Drama,3.5
Brooklyn's Finest (2010),Crime|Drama|Thriller,3
She's Out of My League (2010),Comedy,4
Harry Brown (2009),Crime|Drama|Thriller,2.5
"Mysteries of Pittsburgh, The (2008)",Adventure|Comedy|Drama,3.5
Remember Me (2010),Drama|Romance,2
Failan (2001),Drama|Romance,1
Joy Ride 2: Dead Ahead (2008),Action|Horror|Thriller,1
"Burrowers, The (2008)",Horror|Thriller|Western,1
Frozen (2010),Drama|Horror|Thriller,1
Torrid Zone (1940),Action|Adventure|Comedy,2
Lupin III: Sweet Lost Night (Rupan Sansei: Sweet Lost Night) (2008),Action|Animation|Comedy|Crime|Drama|Mystery|Romance|Thriller,1
Survival of the Dead (2009),Horror,1
Will Ferrell: You're Welcome America - A Final Night with George W Bush (2009),Comedy,2
Our Family Wedding (2010),Comedy,2
"Bounty Hunter, The (2010)",Action|Comedy|Romance,4
Leaves of Grass (2009),Comedy|Crime|Drama|Thriller,5
Afghan Star (2009),Documentary,4.5
I Was A Communist for the FBI (1951),Drama|Film-Noir|Thriller,3.5
"Seventh Veil, The (1945)",Drama,4.5
North Face (Nordwand) (2008),Adventure|Drama,4.5
Repo Men (2010),Action|Sci-Fi|Thriller,3
"Apprenticeship of Duddy Kravitz, The (1974)",Comedy|Drama,4
"Brothers Karamazov, The (1958)",Drama,3
Case 39 (2009),Horror|Thriller,4
Oceans (Océans) (2009),Documentary|Drama,3.5
Hot Tub Time Machine (2010),Comedy|Sci-Fi,1
Chloe (2009),Drama|Thriller,4
Flesh and the Devil (1926),Drama|Romance,4
Mother (Madeo) (2009),Crime|Drama|Mystery|Thriller,0.5
How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,4
Dark Mirror (2007),Thriller,0.5
